hsk_id,hanzi,pinyin,pos,level,meaning_ko,topic,example_zh,example_pinyin,example_ko
L3-0350,交费,jiāofèi,동사,3,비용을 내다,일,请到这里交费。,Qǐng dào zhèlǐ jiāofèi.,여기에서 비용을 내 주세요.
L3-0454,凉水,liángshuǐ,명사,3,찬물,음식,我想喝凉水。,Wǒ xiǎng hē liángshuǐ.,나는 찬물이 마시고 싶다.
L3-0711,跳高,tiàogāo,동사,3,높이뛰기,활동,他跳高得了第一。,Tā tiàogāo dé le dì yī.,그는 높이뛰기에서 일등을 했다.
L3-0834,衣架,yījià,명사,3,옷걸이,사물,衣服挂在衣架上。,Yīfu guà zài yījià shàng.,옷이 옷걸이에 걸려 있다.
L3-0743,外文,wàiwén,명사,3,외국어,학교,他会三门外文。,Tā huì sān mén wàiwén.,그는 외국어를 세 가지 할 줄 안다.
L3-0161,短处,duǎnchù,명사,3,단점,평가,谁都有短处。,Shéi dōu yǒu duǎnchù.,누구에게나 단점이 있다.
L3-0423,空儿,kòngr,명사,3,틈 · 짬,시간,你有空儿吗？,Nǐ yǒu kòngr ma?,너 시간 있니?
L3-0868,预习,yùxí,동사,3,예습하다,학교,上课前要预习。,Shàngkè qián yào yùxí.,수업 전에 예습해야 한다.
L3-0713,跳远,tiàoyuǎn,동사,3,멀리뛰기,활동,他在练习跳远。,Tā zài liànxí tiàoyuǎn.,그는 멀리뛰기를 연습하고 있다.
L3-0380,京剧,jīngjù,명사,3,경극,활동,爷爷很爱看京剧。,Yéye hěn ài kàn jīngjù.,할아버지는 경극 보기를 아주 좋아하신다.
L3-0296,后年,hòunián,명사,3,내후년,시간,后年我就毕业了。,Hòunián wǒ jiù bìyè le.,내후년이면 나는 졸업한다.
L3-0448,连忙,liánmáng,부사,3,얼른 · 서둘러,어법,他连忙站了起来。,Tā liánmáng zhàn le qǐlái.,그는 얼른 일어섰다.
L3-0293,红酒,hóngjiǔ,명사,3,포도주 · 와인,음식,他喝了一杯红酒。,Tā hē le yì bēi hóngjiǔ.,그는 와인 한 잔을 마셨다.
L3-0103,初（初一）,chū (chūyī),접두사,3,첫~ · 초~ (초하루),어법,今天是正月初一。,Jīntiān shì zhēngyuè chūyī.,오늘은 정월 초하루다.
L3-0301,化（现代化）,huà (xiàndàihuà),접미사,3,~화 (현대화),어법,这个城市变化很大。,Zhège chéngshì biànhuà hěn dà.,이 도시는 변화가 아주 크다.
L3-0318,…极了,…jí le,접미사,3,아주 ~하다 · 굉장히 ~하다,어법,今天热极了。,Jīntiān rè jí le.,오늘은 굉장히 덥다.
L3-0810,性（积极性）,xìng(jījíxìng),접미사,3,~성 (적극성),어법,他工作很有积极性。,Tā gōngzuò hěn yǒu jījíxìng.,그는 일에 적극성이 아주 있다.
L3-0869,员（服务员）,yuán (fúwùyuán),접미사,3,~원 (종업원),어법,服务员，请给我菜单。,Fúwùyuán qǐng gěi wǒ càidān.,종업원 아저씨 메뉴판 좀 주세요.
L3-0885,者（志愿者）,zhě (zhìyuànzhě),접미사,3,~자 (자원봉사자),어법,他是一名志愿者。,Tā shì yì míng zhìyuànzhě.,그는 자원봉사자다.
