hsk_id,hanzi,pinyin,pos,level,meaning_ko,topic,example_zh,example_pinyin,example_ko
L3-0135,带领,dàilǐng,동사,3,이끌다 · 인솔하다,일,老师带领我们参观。,Lǎoshī dàilǐng wǒmen cānguān.,선생님이 우리를 이끌고 참관한다.
L3-0415,可靠,kěkào,형용사,3,믿음직하다 · 믿을 만하다,평가,这个消息很可靠。,Zhège xiāoxi hěn kěkào.,이 소식은 아주 믿을 만하다.
L3-0403,决心,juéxīn,명사·동사,3,결심 · 결심하다,생각,他下了决心。,Tā xià le juéxīn.,그는 결심했다.
L3-0569,球迷,qiúmí,명사,3,축구 팬 · 야구 팬,활동,他是个老球迷。,Tā shì ge lǎo qiúmí.,그는 오래된 팬이다.
L3-0417,克服,kèfú,동사,3,극복하다,생각,他克服了很多困难。,Tā kèfú le hěn duō kùnnan.,그는 많은 어려움을 극복했다.
L3-0764,文字,wénzì,명사,3,문자 · 글자,사물,汉字是一种文字。,Hànzì shì yì zhǒng wénzì.,한자는 하나의 문자다.
L3-0863,有利,yǒulì,형용사,3,유리하다,평가,这对我们很有利。,Zhè duì wǒmen hěn yǒulì.,이것은 우리에게 아주 유리하다.
L3-0585,热爱,rè'ài,동사,3,열렬히 사랑하다,감정,他热爱自己的工作。,Tā rè'ài zìjǐ de gōngzuò.,그는 자기 일을 아주 사랑한다.
L3-0704,体现,tǐxiàn,동사,3,드러내다 · 구현하다,생각,这体现了他的想法。,Zhè tǐxiàn le tā de xiǎngfǎ.,이것은 그의 생각을 드러낸다.
L3-0331,家具,jiājù,명사,3,가구,사물,这些家具都是新的。,Zhèxiē jiājù dōu shì xīn de.,이 가구들은 다 새것이다.
L3-0634,生长,shēngzhǎng,동사,3,자라다 · 성장하다,자연,这种花生长得很快。,Zhè zhǒng huā shēngzhǎng de hěn kuài.,이런 꽃은 아주 빨리 자란다.
L3-0699,特色,tèsè,명사,3,특색,평가,这家店很有特色。,Zhè jiā diàn hěn yǒu tèsè.,이 가게는 아주 특색이 있다.
L3-0149,电视剧,diànshìjù,명사,3,드라마,활동,我在看一部电视剧。,Wǒ zài kàn yí bù diànshìjù.,나는 드라마 한 편을 보고 있다.
L3-0893,整体,zhěngtǐ,명사,3,전체,평가,整体来看还不错。,Zhěngtǐ lái kàn hái búcuò.,전체로 보면 괜찮은 편이다.
L3-0623,身份证,shēnfènzhèng,명사,3,신분증,사물,请出示您的身份证。,Qǐng chūshì nín de shēnfènzhèng.,신분증을 보여 주세요.
L3-0667,收费,shōufèi,동사,3,비용을 받다,일,这里停车收费吗？,Zhèlǐ tíngchē shōufèi ma?,여기 주차는 돈을 받습니까?
L3-0847,迎接,yíngjiē,동사,3,맞이하다 · 마중하다,관계,我去机场迎接他。,Wǒ qù jīchǎng yíngjiē tā.,나는 공항에 그를 마중하러 간다.
L3-0212,改进,gǎijìn,동사,3,개선하다,일,我们改进了方法。,Wǒmen gǎijìn le fāngfǎ.,우리는 방법을 개선했다.
L3-0346,建设,jiànshè,동사·명사,3,건설하다 · 건설,일,他们在建设新学校。,Tāmen zài jiànshè xīn xuéxiào.,그들은 새 학교를 짓고 있다.
L3-0762,文学,wénxué,명사,3,문학,학교,他学的是中国文学。,Tā xué de shì Zhōngguó wénxué.,그가 공부하는 것은 중국 문학이다.
L3-0504,难度,nándù,명사,3,난이도,평가,这个题目难度很大。,Zhège tímù nándù hěn dà.,이 문제는 난이도가 아주 높다.
L3-0725,头脑,tóunǎo,명사,3,머리 · 두뇌,몸,他头脑很清楚。,Tā tóunǎo hěn qīngchu.,그는 머리가 아주 맑다.
L3-0766,屋子,wūzi,명사,3,방 · 집,장소,这间屋子很干净。,Zhè jiān wūzi hěn gānjìng.,이 방은 아주 깨끗하다.
L3-0715,铁路,tiělù,명사,3,철도,장소,这条铁路很长。,Zhè tiáo tiělù hěn cháng.,이 철도는 아주 길다.
L3-0720,通信,tōngxìn,동사,3,연락을 주고받다 · 통신하다,관계,我们通信了很多年。,Wǒmen tōngxìn le hěn duō nián.,우리는 여러 해 동안 연락을 주고받았다.
L3-0579,缺少,quēshǎo,동사,3,모자라다 · 부족하다,평가,我们缺少时间。,Wǒmen quēshǎo shíjiān.,우리는 시간이 부족하다.
L3-0306,环保,huánbǎo,명사,3,환경 보호,사회,他很关心环保。,Tā hěn guānxīn huánbǎo.,그는 환경 보호에 관심이 많다.
L3-0333,家乡,jiāxiāng,명사,3,고향,장소,我很想念我的家乡。,Wǒ hěn xiǎngniàn wǒ de jiāxiāng.,나는 내 고향이 아주 그립다.
L3-0177,发送,fāsòng,동사,3,보내다 · 발송하다,일,请发送这份文件。,Qǐng fāsòng zhè fèn wénjiàn.,이 문서를 보내 주세요.
L3-0160,读者,dúzhě,명사,3,독자,사회,这本书的读者很多。,Zhè běn shū de dúzhě hěn duō.,이 책은 독자가 아주 많다.
L3-0793,消费,xiāofèi,동사,3,소비하다,사회,年轻人消费得比较多。,Niánqīngrén xiāofèi de bǐjiào duō.,젊은 사람들은 비교적 많이 소비한다.
L3-0646,实行,shíxíng,동사,3,실행하다 · 시행하다,일,这个规定明天开始实行。,Zhège guīdìng míngtiān kāishǐ shíxíng.,이 규정은 내일부터 시행한다.
L3-0560,巧,qiǎo,형용사,3,공교롭다 · 솜씨가 좋다,평가,真巧，我也在这儿。,Zhēn qiǎo wǒ yě zài zhèr.,정말 공교롭게도 나도 여기 있다.
L3-0673,首都,shǒudū,명사,3,수도,장소,北京是中国的首都。,Běijīng shì Zhōngguó de shǒudū.,베이징은 중국의 수도다.
L3-0895,整整,zhěngzhěng,부사,3,꼬박 · 온전히,시간,我等了整整一个小时。,Wǒ děng le zhěngzhěng yí ge xiǎoshí.,나는 꼬박 한 시간을 기다렸다.
L3-0178,发言,fāyán,동사·명사,3,발언하다 · 발언,일,请你先发言。,Qǐng nǐ xiān fāyán.,먼저 발언해 주세요.
L3-0264,观念,guānniàn,명사,3,관념 · 생각,생각,他的观念很新。,Tā de guānniàn hěn xīn.,그의 생각은 아주 새롭다.
L3-0226,告别,gàobié,동사,3,작별하다 · 이별을 고하다,관계,我们在门口告别了。,Wǒmen zài ménkǒu gàobié le.,우리는 문 앞에서 작별했다.
L3-0181,反复,fǎnfù,부사,3,반복해서 · 거듭,어법,他反复看了三遍。,Tā fǎnfù kàn le sān biàn.,그는 거듭해서 세 번 보았다.
L3-0563,亲人,qīnrén,명사,3,가족 · 가까운 친척,가족,他的亲人都在国外。,Tā de qīnrén dōu zài guówài.,그의 가족은 모두 외국에 있다.
L3-0876,早已,zǎoyǐ,부사,3,이미 · 진작에,시간,他早已离开了。,Tā zǎoyǐ líkāi le.,그는 진작에 떠났다.
L3-0104,初步,chūbù,형용사,3,초보적이다 · 첫 단계의,평가,这只是初步的结果。,Zhè zhǐshì chūbù de jiéguǒ.,이것은 첫 단계의 결과일 뿐이다.
L3-0679,输入,shūrù,동사,3,입력하다,동작,请输入你的密码。,Qǐng shūrù nǐ de mìmǎ.,비밀번호를 입력해 주세요.
L3-0113,创新,chuàngxīn,동사·명사,3,혁신하다 · 혁신,일,这家公司很重视创新。,Zhè jiā gōngsī hěn zhòngshì chuàngxīn.,이 회사는 혁신을 아주 중시한다.
L3-0965,总结,zǒngjié,동사·명사,3,총정리하다 · 정리,일,请总结一下今天的会议。,Qǐng zǒngjié yíxià jīntiān de huìyì.,오늘 회의를 정리해 주세요.
L3-0421,空调,kōngtiáo,명사,3,에어컨,사물,请把空调打开。,Qǐng bǎ kōngtiáo dǎkāi.,에어컨을 켜 주세요.
L3-0502,南部,nánbù,명사,3,남부,장소,他家在南部。,Tā jiā zài nánbù.,그의 집은 남부에 있다.
L3-0477,没用,méiyòng,형용사,3,쓸모없다 · 소용없다,평가,说这些话没用。,Shuō zhèxiē huà méiyòng.,이런 말을 해도 소용없다.
L3-0460,另一方面,lìng yīfāngmiàn,접속사,3,다른 한편으로는,어법,另一方面，我们也需要时间。,Lìng yī fāngmiàn wǒmen yě xūyào shíjiān.,다른 한편으로 우리도 시간이 필요하다.
L3-0848,营养,yíngyǎng,명사,3,영양,음식,这种菜营养很丰富。,Zhè zhǒng cài yíngyǎng hěn fēngfù.,이런 채소는 영양이 아주 풍부하다.
L3-0524,排名,páimíng,동사·명사,3,순위를 매기다 · 순위,평가,他排名第一。,Tā páimíng dì yī.,그는 순위가 일등이다.
L3-0297,互联网,hùliánwǎng,명사,3,인터넷,사물,现在人人都用互联网。,Xiànzài rénrén dōu yòng hùliánwǎng.,지금은 누구나 인터넷을 쓴다.
L3-0803,行李,xíngli,명사,3,짐 · 수하물,사물,我的行李很重。,Wǒ de xíngli hěn zhòng.,내 짐은 아주 무겁다.
L3-0476,毛病,máobìng,명사,3,결점 · 고장,평가,这台机器有毛病。,Zhè tái jīqì yǒu máobìng.,이 기계는 고장이 있다.
L3-0269,光明,guāngmíng,형용사·명사,3,밝다 · 밝은 앞날,평가,他的前途很光明。,Tā de qiántú hěn guāngmíng.,그의 앞날은 아주 밝다.
L3-0288,合格,hégé,형용사,3,합격이다 · 기준에 맞다,평가,这个产品不合格。,Zhège chǎnpǐn bù hégé.,이 제품은 기준에 맞지 않는다.
L3-0157,东部,dōngbù,명사,3,동부,장소,他住在东部。,Tā zhù zài dōngbù.,그는 동부에 산다.
L3-0597,认可,rènkě,동사,3,인정하다 · 승인하다,생각,大家都认可他的能力。,Dàjiā dōu rènkě tā de nénglì.,모두가 그의 능력을 인정한다.
L3-0701,提问,tíwèn,동사,3,질문하다,학교,学生们开始提问了。,Xuéshēngmen kāishǐ tíwèn le.,학생들이 질문하기 시작했다.
L3-0332,家属,jiāshǔ,명사,3,가족 · 식구,가족,病人的家属在外面等。,Bìngrén de jiāshǔ zài wàimiàn děng.,환자의 가족이 밖에서 기다린다.
L3-0339,坚决,jiānjué,형용사,3,단호하다,태도,他坚决不同意。,Tā jiānjué bù tóngyì.,그는 단호하게 동의하지 않는다.
L3-0111,传来,chuánlái,동사,3,들려오다 · 전해 오다,동작,外面传来了音乐声。,Wàimiàn chuánlái le yīnyuè shēng.,밖에서 음악 소리가 들려왔다.
L3-0118,从前,cóngqián,명사,3,예전 · 옛날,시간,从前这里是一片森林。,Cóngqián zhèlǐ shì yí piàn sēnlín.,예전에 이곳은 숲이었다.
L3-0604,日常,rìcháng,형용사,3,일상의 · 평소의,생활,这是日常用品。,Zhè shì rìcháng yòngpǐn.,이것은 일상용품이다.
L3-0578,缺点,quēdiǎn,명사,3,단점 · 결점,평가,每个人都有缺点。,Měi ge rén dōu yǒu quēdiǎn.,사람마다 단점이 있다.
L3-0621,设立,shèlì,동사,3,설립하다 · 세우다,일,公司设立了新部门。,Gōngsī shèlì le xīn bùmén.,회사가 새 부서를 세웠다.
L3-0866,预防,yùfáng,동사,3,예방하다,몸,预防比治疗更重要。,Yùfáng bǐ zhìliáo gèng zhòngyào.,예방이 치료보다 더 중요하다.
L3-0797,写作,xiězuò,동사·명사,3,글을 쓰다 · 글쓰기,활동,他每天练习写作。,Tā měitiān liànxí xiězuò.,그는 매일 글쓰기를 연습한다.
