hsk_id,hanzi,pinyin,pos,level,meaning_ko,topic,example_zh,example_pinyin,example_ko
L3-0444,力量,lìliàng,명사,3,힘 · 역량,평가,他的话给了我力量。,Tā de huà gěi le wǒ lìliàng.,그의 말이 나에게 힘을 주었다.
L3-0219,敢,gǎn,동사,3,감히 ~하다,감정,我不敢一个人去。,Wǒ bù gǎn yí ge rén qù.,나는 혼자 갈 엄두가 안 난다.
L3-0878,造成,zàochéng,동사,3,초래하다 · 일으키다,사회,大雨造成了很多问题。,Dà yǔ zàochéng le hěn duō wèntí.,큰비가 많은 문제를 일으켰다.
L3-0495,某,mǒu,대사,3,어떤 · 아무,어법,某天他突然来了。,Mǒu tiān tā tūrán lái le.,어느 날 그가 갑자기 왔다.
L3-0690,随,suí,동사,3,따르다,동작,请随我来。,Qǐng suí wǒ lái.,저를 따라오세요.
L3-0902,支,zhī,양사,3,자루 (가늘고 긴 것을 세는 말),어법,我买了三支笔。,Wǒ mǎi le sān zhī bǐ.,나는 펜 세 자루를 샀다.
L3-0593,人生,rénshēng,명사,3,인생,생각,人生只有一次。,Rénshēng zhǐyǒu yí cì.,인생은 한 번뿐이다.
L3-0308,会议,huìyì,명사,3,회의,일,会议下午两点开始。,Huìyì xiàwǔ liǎng diǎn kāishǐ.,회의는 오후 두 시에 시작한다.
L3-0808,幸福,xìngfú,형용사·명사,3,행복하다 · 행복,감정,他们过得很幸福。,Tāmen guò de hěn xìngfú.,그들은 아주 행복하게 지낸다.
L3-0961,自然,zìrán,명사·형용사·부사,3,자연 · 자연스럽다,자연,他说话很自然。,Tā shuōhuà hěn zìrán.,그는 말하는 게 아주 자연스럽다.
L3-0879,责任,zérèn,명사,3,책임,일,这是我的责任。,Zhè shì wǒ de zérèn.,이것은 내 책임이다.
L3-0638,失去,shīqù,동사,3,잃다,동작,他失去了工作。,Tā shīqù le gōngzuò.,그는 일자리를 잃었다.
L3-0849,赢,yíng,동사,3,이기다,활동,我们队赢了。,Wǒmen duì yíng le.,우리 팀이 이겼다.
L3-0590,人民,rénmín,명사,3,국민 · 인민,사회,这是为人民做的事。,Zhè shì wèi rénmín zuò de shì.,이것은 국민을 위해 한 일이다.
L3-0488,面对,miànduì,동사,3,마주하다 · 직면하다,생각,我们要面对现实。,Wǒmen yào miànduì xiànshí.,우리는 현실을 마주해야 한다.
L3-0657,事件,shìjiàn,명사,3,사건,사회,这个事件很严重。,Zhège shìjiàn hěn yánzhòng.,이 사건은 아주 심각하다.
L3-0823,压力,yālì,명사,3,스트레스 · 압력,감정,我最近压力很大。,Wǒ zuìjìn yālì hěn dà.,나는 요즘 스트레스가 아주 크다.
L3-0364,结婚,jiéhūn,동사,3,결혼하다,관계,他们明年结婚。,Tāmen míngnián jiéhūn.,그들은 내년에 결혼한다.
L3-0855,由于,yóuyú,개사·접속사,3,~때문에,어법,由于下雨 比赛取消了。,Yóuyú xià yǔ bǐsài qǔxiāo le.,비 때문에 시합이 취소되었다.
L3-0496,母亲,mǔqīn,명사,3,어머니,가족,我母亲很喜欢花。,Wǒ mǔqīn hěn xǐhuan huā.,내 어머니는 꽃을 아주 좋아하신다.
L3-0721,同意,tóngyì,동사,3,동의하다,생각,我同意你的意见。,Wǒ tóngyì nǐ de yìjiàn.,나는 네 의견에 동의한다.
L3-0821,训练,xùnliàn,동사·명사,3,훈련하다 · 훈련,활동,他每天训练两个小时。,Tā měi tiān xùnliàn liǎng ge xiǎoshí.,그는 매일 두 시간씩 훈련한다.
L3-0278,过程,guòchéng,명사,3,과정,생각,学习是一个过程。,Xuéxí shì yí ge guòchéng.,배움은 하나의 과정이다.
L3-0624,深,shēn,형용사,3,깊다,평가,这条河很深。,Zhè tiáo hé hěn shēn.,이 강은 아주 깊다.
L3-0232,各,gè,대사·부사,3,각각의 · 여러,어법,各国的文化都不同。,Gè guó de wénhuà dōu bù tóng.,각 나라의 문화는 다 다르다.
L3-0819,选手,xuǎnshǒu,명사,3,선수,활동,这位选手很厉害。,Zhè wèi xuǎnshǒu hěn lìhai.,이 선수는 아주 대단하다.
L3-0603,仍然,réngrán,부사,3,여전히,시간,他仍然住在那里。,Tā réngrán zhù zài nàlǐ.,그는 여전히 그곳에 산다.
L3-0779,显示,xiǎnshì,동사,3,보여주다 · 나타내다,생각,结果显示这个方法有效。,Jiéguǒ xiǎnshì zhège fāngfǎ yǒuxiào.,결과는 이 방법이 효과가 있음을 보여준다.
L3-0682,属于,shǔyú,동사,3,~에 속하다,어법,这本书属于图书馆。,Zhè běn shū shǔyú túshūguǎn.,이 책은 도서관 것이다.
L3-0910,值得,zhídé,동사,3,~할 만하다,평가,这部电影值得一看。,Zhè bù diànyǐng zhídé yí kàn.,이 영화는 한번 볼 만하다.
L3-0589,人类,rénlèi,명사,3,인류,사회,这是人类的进步。,Zhè shì rénlèi de jìnbù.,이것은 인류의 진보다.
L3-0561,亲,qīn,형용사,3,친하다 · 친~,가족,他们是亲兄弟。,Tāmen shì qīn xiōngdì.,그들은 친형제다.
L3-0382,经历,jīnglì,동사·명사,3,겪다 · 경험,생각,他经历了很多困难。,Tā jīnglì le hěn duō kùnnan.,그는 많은 어려움을 겪었다.
L3-0602,仍,réng,부사,3,여전히,시간,他仍在等待。,Tā réng zài děngdài.,그는 여전히 기다리고 있다.
L3-0375,紧张,jǐnzhāng,형용사,3,긴장되다,감정,考试前我很紧张。,Kǎoshì qián wǒ hěn jǐnzhāng.,시험 전에 나는 아주 긴장한다.
L3-0370,仅,jǐn,부사,3,겨우 · 단지,어법,这里仅有三个人。,Zhèlǐ jǐn yǒu sān ge rén.,여기에는 겨우 세 사람만 있다.
L3-0259,挂,guà,동사,3,걸다 · 걸리다,동작,墙上挂着一幅画。,Qiáng shàng guà zhe yì fú huà.,벽에 그림 한 폭이 걸려 있다.
L3-0658,事实,shìshí,명사,3,사실,생각,这是一个事实。,Zhè shì yí ge shìshí.,이것은 사실이다.
L3-0314,基本,jīběn,형용사,3,기본적인,평가,这是最基本的要求。,Zhè shì zuì jīběn de yāoqiú.,이것은 가장 기본적인 요구다.
L3-0435,类,lèi,명사·양사,3,종류 · 부류,어법,这类问题很常见。,Zhè lèi wèntí hěn chángjiàn.,이런 종류의 문제는 아주 흔하다.
L3-0945,专家,zhuānjiā,명사,3,전문가,일,他是这方面的专家。,Tā shì zhè fāngmiàn de zhuānjiā.,그는 이 분야의 전문가다.
L3-0710,跳,tiào,동사,3,뛰다 · 뛰어오르다,동작,孩子高兴得跳了起来。,Háizi gāoxìng de tiào le qǐlái.,아이가 기뻐서 뛰어올랐다.
L3-0391,久,jiǔ,형용사,3,오래다,시간,我们很久没见了。,Wǒmen hěn jiǔ méi jiàn le.,우리는 아주 오랫동안 못 만났다.
L3-0837,以来,yǐlái,명사,3,~이래로,시간,从去年以来 他一直很忙。,Cóng qùnián yǐlái tā yìzhí hěn máng.,작년 이래로 그는 계속 바빴다.
L3-0182,反应,fǎnyìng,동사·명사,3,반응하다 · 반응,몸,他的反应很快。,Tā de fǎnyìng hěn kuài.,그의 반응은 아주 빠르다.
L3-0148,地区,dìqū,명사,3,지역,장소,这个地区很安全。,Zhège dìqū hěn ānquán.,이 지역은 아주 안전하다.
L3-0261,关注,guānzhù,동사,3,관심을 갖다 · 주목하다,사회,大家都很关注这件事。,Dàjiā dōu hěn guānzhù zhè jiàn shì.,모두가 이 일에 관심이 많다.
L3-0389,警察,jǐngchá,명사,3,경찰,일,警察来了。,Jǐngchá lái le.,경찰이 왔다.
L3-0336,价值,jiàzhí,명사,3,가치,평가,这本书很有价值。,Zhè běn shū hěn yǒu jiàzhí.,이 책은 아주 가치가 있다.
L3-0787,相当,xiāngdāng,부사·동사,3,상당히 · 맞먹다,평가,这个问题相当难。,Zhège wèntí xiāngdāng nán.,이 문제는 상당히 어렵다.
L3-0427,困难,kùnnan,명사·형용사,3,어려움 · 어렵다,평가,我们遇到了困难。,Wǒmen yùdào le kùnnan.,우리는 어려움을 만났다.
L3-0948,专业,zhuānyè,명사,3,전공 · 전문,학교,我的专业是汉语。,Wǒ de zhuānyè shì Hànyǔ.,내 전공은 중국어다.
L3-0503,难道,nándào,부사,3,설마 ~란 말인가,어법,难道你不知道吗？,Nándào nǐ bù zhīdào ma?,설마 너 모르는 거야?
L3-0515,牛,niú,명사,3,소,자연,那里有几头牛。,Nàlǐ yǒu jǐ tóu niú.,저기에 소 몇 마리가 있다.
L3-0272,规定,guīdìng,동사·명사,3,규정하다 · 규정,사회,这是公司的规定。,Zhè shì gōngsī de guīdìng.,이것은 회사의 규정이다.
L3-0167,对方,duìfāng,명사,3,상대방,관계,你要考虑对方的想法。,Nǐ yào kǎolǜ duìfāng de xiǎngfǎ.,너는 상대방의 생각을 헤아려야 한다.
L3-0952,状态,zhuàngtài,명사,3,상태 · 컨디션,몸,他今天状态很好。,Tā jīntiān zhuàngtài hěn hǎo.,그는 오늘 컨디션이 아주 좋다.
L3-0584,群,qún,양사,3,무리 · 떼,어법,那里有一群孩子。,Nàlǐ yǒu yì qún háizi.,저기에 아이들 한 무리가 있다.
L3-0884,照,zhào,동사·개사,3,비추다 · ~대로,동작,请照我说的做。,Qǐng zhào wǒ shuō de zuò.,제가 말한 대로 해 주세요.
L3-0307,环境,huánjìng,명사,3,환경,장소,这里的工作环境很好。,Zhèlǐ de gōngzuò huánjìng hěn hǎo.,이곳의 근무 환경은 아주 좋다.
L3-0311,火,huǒ,명사,3,불,자연,那边着火了。,Nàbiān zháohuǒ le.,저쪽에 불이 났다.
L3-0345,建立,jiànlì,동사,3,세우다 · 맺다,사회,两国建立了关系。,Liǎng guó jiànlì le guānxì.,두 나라는 관계를 맺었다.
L3-0238,更加,gèngjiā,부사,3,더욱,평가,今天比昨天更加冷。,Jīntiān bǐ zuótiān gèngjiā lěng.,오늘은 어제보다 더욱 춥다.
L3-0430,老板,lǎobǎn,명사,3,사장,일,老板今天不在。,Lǎobǎn jīntiān bú zài.,사장님은 오늘 안 계신다.
L3-0523,排,pái,동사,3,줄을 서다 · 늘어놓다,동작,请在这里排队。,Qǐng zài zhèlǐ páiduì.,여기에서 줄을 서 주세요.
L3-0655,市场,shìchǎng,명사,3,시장,장소,我去市场买菜。,Wǒ qù shìchǎng mǎi cài.,나는 시장에 채소를 사러 간다.
L3-0942,祝,zhù,동사,3,축원하다 · 빌다,관계,祝你生日快乐。,Zhù nǐ shēngrì kuàilè.,생일 축하해요.
L3-0750,危险,wēixiǎn,형용사·명사,3,위험하다 · 위험,평가,这里很危险。,Zhèlǐ hěn wēixiǎn.,이곳은 아주 위험하다.
L3-0267,管理,guǎnlǐ,동사,3,관리하다,일,他管理这家公司。,Tā guǎnlǐ zhè jiā gōngsī.,그가 이 회사를 관리한다.
L3-0469,乱,luàn,형용사,3,어지럽다 · 엉망이다,평가,房间太乱了。,Fángjiān tài luàn le.,방이 너무 어지럽다.
L3-0663,适合,shìhé,동사,3,알맞다 · 어울리다,평가,这件衣服很适合你。,Zhè jiàn yīfu hěn shìhé nǐ.,이 옷은 너에게 아주 잘 어울린다.
L3-0897,正式,zhèngshì,형용사,3,정식의 · 공식적인,사회,这是一个正式的会议。,Zhè shì yí ge zhèngshì de huìyì.,이것은 정식 회의다.
