hsk_id,hanzi,pinyin,pos,level,meaning_ko,topic,example_zh,example_pinyin,example_ko
L3-0173,发达,fādá,형용사,3,발달하다,평가,这个国家经济很发达。,Zhège guójiā jīngjì hěn fādá.,이 나라는 경제가 아주 발달했다.
L3-0588,人工,réngōng,형용사·명사,3,인공의 · 사람 손,평가,这是人工做的。,Zhè shì réngōng zuò de.,이것은 사람 손으로 만든 것이다.
L3-0542,普遍,pǔbiàn,형용사,3,보편적이다 · 흔하다,평가,这种情况很普遍。,Zhè zhǒng qíngkuàng hěn pǔbiàn.,이런 상황은 아주 흔하다.
L3-0807,形状,xíngzhuàng,명사,3,모양 · 형태,사물,这块石头形状很特别。,Zhè kuài shítou xíngzhuàng hěn tèbié.,이 돌은 모양이 아주 특이하다.
L3-0163,短期,duǎnqī,명사,3,단기 · 짧은 기간,시간,这是短期工作。,Zhè shì duǎnqī gōngzuò.,이것은 단기 일자리다.
L3-0574,全场,quánchǎng,명사,3,장내 전체 · 모든 사람,장소,全场都站起来了。,Quánchǎng dōu zhàn qǐlái le.,장내 전체가 일어섰다.
L3-0335,价钱,jiàqián,명사,3,값 · 가격,사물,这个价钱不算贵。,Zhège jiàqián bú suàn guì.,이 값은 비싼 편이 아니다.
L3-0899,证件,zhèngjiàn,명사,3,증명서 · 신분 서류,사물,请带好你的证件。,Qǐng dài hǎo nǐ de zhèngjiàn.,증명서를 잘 챙겨 오세요.
L3-0254,共有,gòngyǒu,동사,3,모두 ~이 있다 · 함께 가지다,어법,我们班共有三十人。,Wǒmen bān gòngyǒu sānshí rén.,우리 반은 모두 서른 명이다.
L3-0223,干吗,gànmá,대사,3,뭐 하니 · 왜,어법,你干吗不去？,Nǐ gànmá bú qù?,너 왜 안 가니?
L3-0147,底下,dǐxia,명사,3,아래 · 밑,장소,猫在桌子底下。,Māo zài zhuōzi dǐxia.,고양이가 탁자 밑에 있다.
L3-0410,开展,kāizhǎn,동사,3,펼치다 · 전개하다,일,学校开展了新活动。,Xuéxiào kāizhǎn le xīn huódòng.,학교가 새 활동을 펼쳤다.
L3-0483,美食,měishí,명사,3,맛있는 음식,음식,这条街有很多美食。,Zhè tiáo jiē yǒu hěn duō měishí.,이 거리에는 맛있는 음식이 많다.
L3-0735,推广,tuīguǎng,동사,3,널리 퍼뜨리다 · 보급하다,일,他们在推广这个方法。,Tāmen zài tuīguǎng zhège fāngfǎ.,그들은 이 방법을 널리 퍼뜨리고 있다.
L3-0257,古代,gǔdài,명사,3,고대 · 옛날,시간,这是古代的东西。,Zhè shì gǔdài de dōngxi.,이것은 고대의 물건이다.
L3-0928,中华民族,Zhōnghuá Mínzú,명사,3,중화 민족,사회,这是中华民族的传统。,Zhè shì Zhōnghuá Mínzú de chuántǒng.,이것은 중화 민족의 전통이다.
L3-0607,散步,sànbù,동사,3,산책하다,활동,我们去公园散步吧。,Wǒmen qù gōngyuán sànbù ba.,우리 공원에 산책하러 가자.
L3-0518,农业,nóngyè,명사,3,농업,사회,这里以农业为主。,Zhèlǐ yǐ nóngyè wéi zhǔ.,이곳은 농업이 주가 된다.
L3-0130,大夫,dàifu,명사,3,의사,사회,大夫说我要休息。,Dàifu shuō wǒ yào xiūxi.,의사가 나더러 쉬어야 한다고 했다.
L3-0489,面积,miànjī,명사,3,면적 · 넓이,사물,这个房间面积不大。,Zhège fángjiān miànjī bú dà.,이 방은 면적이 크지 않다.
L3-0551,前后,qiánhòu,명사,3,앞뒤 · 무렵,시간,春节前后他都很忙。,Chūnjié qiánhòu tā dōu hěn máng.,설 무렵에 그는 늘 바쁘다.
L3-0328,加工,jiāgōng,동사,3,가공하다,일,这些菜要加工一下。,Zhèxiē cài yào jiāgōng yíxià.,이 채소들은 좀 가공해야 한다.
L3-0820,学费,xuéfèi,명사,3,학비,학교,今年的学费涨了。,Jīnnián de xuéfèi zhǎng le.,올해 학비가 올랐다.
L3-0927,中部,zhōngbù,명사,3,중부,장소,他家在中部。,Tā jiā zài zhōngbù.,그의 집은 중부에 있다.
L3-0228,歌声,gēshēng,명사,3,노랫소리,활동,她的歌声很好听。,Tā de gēshēng hěn hǎotīng.,그의 노랫소리는 아주 듣기 좋다.
L3-0683,束,shù,양사,3,다발 · 묶음,사물,他送了一束花。,Tā sòng le yí shù huā.,그는 꽃 한 다발을 보냈다.
L3-0201,否定,fǒudìng,동사,3,부정하다,생각,他否定了这个说法。,Tā fǒudìng le zhège shuōfa.,그는 이 말을 부정했다.
L3-0940,主张,zhǔzhāng,동사·명사,3,주장하다 · 주장,생각,我主张早点儿出发。,Wǒ zhǔzhāng zǎo diǎnr chūfā.,나는 좀 일찍 출발하자고 주장한다.
L3-0595,认出,rènchū,동사,3,알아보다,동작,我一下就认出他了。,Wǒ yíxià jiù rènchū tā le.,나는 단번에 그를 알아보았다.
L3-0811,性别,xìngbié,명사,3,성별,사물,请填写你的性别。,Qǐng tiánxiě nǐ de xìngbié.,성별을 적어 주세요.
L3-0562,亲切,qīnqiè,형용사,3,친근하다 · 다정하다,태도,他的话很亲切。,Tā de huà hěn qīnqiè.,그의 말은 아주 다정하다.
L3-0549,气候,qìhòu,명사,3,기후,자연,这里的气候很好。,Zhèlǐ de qìhòu hěn hǎo.,이곳의 기후는 아주 좋다.
L3-0273,规范,guīfàn,명사·형용사,3,규범 · 규범에 맞다,사회,他的写法很规范。,Tā de xiěfǎ hěn guīfàn.,그의 쓰는 방식은 아주 규범에 맞다.
L3-0416,可乐,kělè,명사,3,콜라,음식,我要一杯可乐。,Wǒ yào yì bēi kělè.,나는 콜라 한 잔 주세요.
L3-0379,近期,jìnqī,명사,3,가까운 시기 · 요즘,시간,近期他不在国内。,Jìnqī tā bú zài guónèi.,요즘 그는 국내에 없다.
L3-0963,自主,zìzhǔ,동사,3,스스로 하다 · 자주적이다,태도,孩子应该学会自主。,Háizi yīnggāi xuéhuì zìzhǔ.,아이는 스스로 하는 법을 배워야 한다.
L3-0227,歌迷,gēmí,명사,3,노래 팬,활동,他有很多歌迷。,Tā yǒu hěn duō gēmí.,그는 팬이 아주 많다.
L3-0765,握手,wòshǒu,동사,3,악수하다,관계,他们握手了。,Tāmen wòshǒu le.,그들은 악수했다.
L3-0490,民间,mínjiān,명사,3,민간,사회,这是民间故事。,Zhè shì mínjiān gùshi.,이것은 민간 이야기다.
L3-0702,题目,tímù,명사,3,제목 · 문제,학교,这个题目很难。,Zhège tímù hěn nán.,이 문제는 아주 어렵다.
L3-0367,解开,jiěkāi,동사,3,풀다 · 풀어내다,동작,他解开了这个谜。,Tā jiěkāi le zhège mí.,그는 이 수수께끼를 풀었다.
L3-0529,跑步,pǎobù,동사,3,달리기하다,활동,我每天早上跑步。,Wǒ měitiān zǎoshang pǎobù.,나는 매일 아침 달리기를 한다.
L3-0106,初中,chūzhōng,명사,3,중학교,학교,我弟弟上初中。,Wǒ dìdi shàng chūzhōng.,내 남동생은 중학교에 다닌다.
L3-0348,将近,jiāngjìn,부사,3,거의 · 가까이,어법,他等了将近一小时。,Tā děng le jiāngjìn yì xiǎoshí.,그는 거의 한 시간을 기다렸다.
L3-0756,卫生间,wèishēngjiān,명사,3,화장실,장소,卫生间在那边。,Wèishēngjiān zài nàbiān.,화장실은 저쪽에 있다.
L3-0957,子女,zǐnǚ,명사,3,자녀,가족,他有两个子女。,Tā yǒu liǎng ge zǐnǚ.,그는 자녀가 둘 있다.
L3-0431,老太太,lǎotàitai,명사,3,할머니 · 노부인,가족,那位老太太很和气。,Nà wèi lǎotàitai hěn héqi.,저 할머니는 아주 인자하시다.
L3-0618,上衣,shàngyī,명사,3,윗옷 · 상의,사물,他穿了一件白上衣。,Tā chuān le yí jiàn bái shàngyī.,그는 흰 윗옷을 입었다.
L3-0344,建成,jiànchéng,동사,3,다 짓다 · 완공하다,일,这座桥去年建成了。,Zhè zuò qiáo qùnián jiànchéng le.,이 다리는 작년에 완공됐다.
L3-0126,打听,dǎting,동사,3,물어보다 · 알아보다,관계,我去打听一下。,Wǒ qù dǎting yíxià.,내가 가서 좀 알아볼게.
L3-0156,定期,dìngqī,형용사,3,정기적이다,시간,我们定期开会。,Wǒmen dìngqī kāihuì.,우리는 정기적으로 회의를 한다.
L3-0838,一方面,yīfāngmiàn,접속사,3,한편으로는,어법,一方面他很高兴。,Yī fāngmiàn tā hěn gāoxìng.,한편으로 그는 아주 기쁘다.
L3-0159,动人,dòngrén,형용사,3,감동적이다,감정,这个故事很动人。,Zhège gùshi hěn dòngrén.,이 이야기는 아주 감동적이다.
L3-0429,老百姓,lǎobǎixìng,명사,3,백성 · 서민,사회,老百姓的生活好多了。,Lǎobǎixìng de shēnghuó hǎo duō le.,서민들의 생활이 많이 좋아졌다.
L3-0277,果汁,guǒzhī,명사,3,과일 주스,음식,我喜欢喝果汁。,Wǒ xǐhuan hē guǒzhī.,나는 과일 주스 마시는 걸 좋아한다.
L3-0399,剧场,jùchǎng,명사,3,극장,장소,剧场里坐满了人。,Jùchǎng lǐ zuòmǎn le rén.,극장 안에 사람이 가득 찼다.
L3-0409,开业,kāiyè,동사,3,개업하다,일,这家店昨天开业了。,Zhè jiā diàn zuótiān kāiyè le.,이 가게는 어제 개업했다.
L3-0631,生动,shēngdòng,형용사,3,생생하다 · 생동감 있다,평가,他讲得很生动。,Tā jiǎng de hěn shēngdòng.,그는 아주 생생하게 이야기한다.
L3-0395,就业,jiùyè,동사,3,취업하다,일,今年就业不容易。,Jīnnián jiùyè bù róngyì.,올해는 취업이 쉽지 않다.
L3-0362,节约,jiéyuē,동사,3,아끼다 · 절약하다,생활,我们要节约用水。,Wǒmen yào jiéyuē yòng shuǐ.,우리는 물을 아껴 써야 한다.
L3-0136,单元,dānyuán,명사,3,단원 · 동 출입구,장소,我住三单元。,Wǒ zhù sān dānyuán.,나는 3번 출입구 쪽에 산다.
L3-0281,海关,hǎiguān,명사,3,세관,장소,他在海关工作。,Tā zài hǎiguān gōngzuò.,그는 세관에서 일한다.
L3-0960,自觉,zìjué,형용사,3,스스로 알아서 하다,태도,他学习很自觉。,Tā xuéxí hěn zìjué.,그는 스스로 알아서 공부한다.
L3-0668,收看,shōukàn,동사,3,시청하다,활동,请收看今天的节目。,Qǐng shōukàn jīntiān de jiémù.,오늘 방송을 시청해 주세요.
L3-0249,公务员,gōngwùyuán,명사,3,공무원,사회,她是一名公务员。,Tā shì yì míng gōngwùyuán.,그는 공무원이다.
L3-0520,暖和,nuǎnhuo,형용사,3,따뜻하다,자연,今天天气很暖和。,Jīntiān tiānqì hěn nuǎnhuo.,오늘 날씨가 아주 따뜻하다.
L3-0516,农村,nóngcūn,명사,3,농촌,장소,他在农村长大。,Tā zài nóngcūn zhǎngdà.,그는 농촌에서 자랐다.
L3-0654,世界杯,shìjièbēi,명사,3,월드컵,활동,我们一起看世界杯吧。,Wǒmen yìqǐ kàn shìjièbēi ba.,우리 같이 월드컵 보자.
L3-0717,听众,tīngzhòng,명사,3,청중,사회,听众都听得很认真。,Tīngzhòng dōu tīng de hěn rènzhēn.,청중이 모두 아주 열심히 듣는다.
L3-0858,邮箱,yóuxiāng,명사,3,우편함 · 메일함,사물,请告诉我你的邮箱。,Qǐng gàosu wǒ nǐ de yóuxiāng.,메일 주소를 알려 주세요.
L3-0865,预报,yùbào,동사·명사,3,예보하다 · 예보,자연,天气预报说明天下雨。,Tiānqì yùbào shuō míngtiān xiàyǔ.,일기 예보에서 내일 비가 온다고 한다.
L3-0892,整齐,zhěngqí,형용사,3,가지런하다 · 깔끔하다,평가,他的桌子很整齐。,Tā de zhuōzi hěn zhěngqí.,그의 책상은 아주 깔끔하다.
L3-0921,志愿,zhìyuàn,명사,3,지망 · 뜻,생각,这是他的第一志愿。,Zhè shì tā de dì yī zhìyuàn.,이것이 그의 첫 번째 지망이다.
L3-0911,职工,zhígōng,명사,3,직원 · 종업원,사회,公司有三百名职工。,Gōngsī yǒu sānbǎi míng zhígōng.,회사에는 직원이 삼백 명 있다.
L3-0497,木头,mùtou,명사,3,나무 · 목재,사물,这张桌子是木头做的。,Zhè zhāng zhuōzi shì mùtou zuò de.,이 탁자는 나무로 만든 것이다.
L3-0680,熟人,shúrén,명사,3,아는 사람,관계,他在这儿有很多熟人。,Tā zài zhèr yǒu hěn duō shúrén.,그는 여기에 아는 사람이 많다.
L3-0388,景色,jǐngsè,명사,3,경치,자연,这里的景色很美。,Zhèlǐ de jǐngsè hěn měi.,이곳의 경치는 아주 아름답다.
L3-0251,功课,gōngkè,명사,3,숙제 · 학과 공부,학교,我还没做完功课。,Wǒ hái méi zuòwán gōngkè.,나는 아직 숙제를 다 못 했다.
L3-0484,美术,měishù,명사,3,미술,학교,她学的是美术。,Tā xué de shì měishù.,그가 공부하는 것은 미술이다.
