hsk_id,hanzi,pinyin,pos,level,meaning_ko,topic,example_zh,example_pinyin,example_ko
L3-0915,只有,zhǐyǒu,접속사,3,~해야만 (才 와 함께),어법,只有努力才能成功。,Zhǐyǒu nǔlì cái néng chénggōng.,노력해야만 성공할 수 있다.
L3-0606,如何,rúhé,대사,3,어떻게 · 어떠한가,어법,这件事如何解决？,Zhè jiàn shì rúhé jiějué?,이 일을 어떻게 해결하나요?
L3-0675,受,shòu,동사,3,받다 · 당하다,동작,他受了很多苦。,Tā shòu le hěn duō kǔ.,그는 고생을 많이 했다.
L3-0650,使,shǐ,동사,3,~하게 하다,어법,这件事使我很高兴。,Zhè jiàn shì shǐ wǒ hěn gāoxìng.,이 일은 나를 아주 기쁘게 했다.
L3-0547,其实,qíshí,부사,3,사실은,어법,其实我不太喜欢。,Qíshí wǒ bú tài xǐhuan.,사실 나는 별로 안 좋아한다.
L3-0447,连,lián,동사·부사,3,잇다 · ~조차,어법,他连饭都没吃。,Tā lián fàn dōu méi chī.,그는 밥조차 먹지 않았다.
L3-0800,信,xìn,동사,3,믿다 · 편지,생각,我不信这件事。,Wǒ bú xìn zhè jiàn shì.,나는 이 일을 믿지 않는다.
L3-0139,当然,dāngrán,부사·형용사,3,물론 · 당연하다,평가,当然可以。,Dāngrán kěyǐ.,물론 됩니다.
L3-0795,消息,xiāoxi,명사,3,소식,사회,这是一个好消息。,Zhè shì yí ge hǎo xiāoxi.,이것은 좋은 소식이다.
L3-0366,解决,jiějué,동사,3,해결하다,일,这个问题解决了。,Zhège wèntí jiějué le.,이 문제는 해결되었다.
L3-0365,结束,jiéshù,동사,3,끝나다 · 마치다,시간,会议已经结束了。,Huìyì yǐjīng jiéshù le.,회의는 이미 끝났다.
L3-0949,转,zhuǎn,동사,3,돌다 · 바꾸다,동작,请向右转。,Qǐng xiàng yòu zhuǎn.,오른쪽으로 도세요.
L3-0154,调查,diàochá,동사·명사,3,조사하다 · 조사,일,我们做了一次调查。,Wǒmen zuò le yí cì diàochá.,우리는 조사를 한 번 했다.
L3-0185,方式,fāngshì,명사,3,방식 · 방법,생각,每个人的学习方式不同。,Měi ge rén de xuéxí fāngshì bù tóng.,사람마다 공부 방식이 다르다.
L3-0485,美元,měiyuán,명사,3,미국 달러,사물,这个包一百美元。,Zhège bāo yìbǎi měiyuán.,이 가방은 100달러다.
L3-0108,处理,chǔlǐ,동사·명사,3,처리하다,일,这件事我来处理。,Zhè jiàn shì wǒ lái chǔlǐ.,이 일은 제가 처리하겠습니다.
L3-0555,强,qiáng,형용사,3,강하다 · 뛰어나다,평가,他的能力很强。,Tā de nénglì hěn qiáng.,그의 능력은 아주 뛰어나다.
L3-0509,能力,nénglì,명사,3,능력,평가,他有很强的工作能力。,Tā yǒu hěn qiáng de gōngzuò nénglì.,그는 업무 능력이 아주 뛰어나다.
L3-0266,管,guǎn,동사,3,관리하다 · 상관하다,일,这件事我不管。,Zhè jiàn shì wǒ bù guǎn.,이 일은 내가 상관하지 않는다.
L3-0903,支持,zhīchí,동사,3,지지하다 · 응원하다,관계,谢谢你的支持。,Xièxie nǐ de zhīchí.,응원해 주셔서 고맙습니다.
L3-0941,注意,zhùyì,동사,3,주의하다 · 조심하다,생활,请注意安全。,Qǐng zhùyì ānquán.,안전에 주의하세요.
L3-0310,活,huó,동사·형용사,3,살다 · 살아 있다,몸,这条鱼还活着。,Zhè tiáo yú hái huó zhe.,이 물고기는 아직 살아 있다.
L3-0628,生,shēng,형용사,3,날것의 · 익지 않은,음식,这个肉还是生的。,Zhège ròu háishi shēng de.,이 고기는 아직 익지 않았다.
L3-0522,拍,pāi,동사,3,치다 · (사진을) 찍다,동작,我给你拍张照片。,Wǒ gěi nǐ pāi zhāng zhàopiàn.,내가 사진 한 장 찍어 줄게.
L3-0890,整个,zhěnggè,형용사,3,전체의 · 온,어법,整个房间都很干净。,Zhěnggè fángjiān dōu hěn gānjìng.,방 전체가 아주 깨끗하다.
L3-0237,根本,gēnběn,부사·형용사·명사,3,전혀 · 근본적인,평가,我根本不知道。,Wǒ gēnběn bù zhīdào.,나는 전혀 모른다.
L3-0499,目前,mùqián,명사,3,현재 · 지금,시간,目前还没有消息。,Mùqián hái méiyǒu xiāoxi.,현재까지 아직 소식이 없다.
L3-0860,游戏,yóuxì,명사,3,게임 · 놀이,활동,孩子们在玩游戏。,Háizimen zài wán yóuxì.,아이들이 게임을 하고 있다.
L3-0472,马,mǎ,명사,3,말,자연,那匹马跑得很快。,Nà pǐ mǎ pǎo de hěn kuài.,저 말은 아주 빨리 달린다.
L3-0101,重,chóng,부사,3,다시 · 거듭,어법,请重写一遍。,Qǐng chóng xiě yí biàn.,다시 한 번 써 주세요.
L3-0122,存在,cúnzài,동사,3,존재하다 · 있다,사회,这个问题确实存在。,Zhège wèntí quèshí cúnzài.,이 문제는 확실히 존재한다.
L3-0929,终于,zhōngyú,부사,3,마침내,시간,我终于找到了工作。,Wǒ zhōngyú zhǎodào le gōngzuò.,나는 마침내 일자리를 찾았다.
L3-0780,现场,xiànchǎng,명사,3,현장,장소,记者已经到了现场。,Jìzhě yǐjīng dào le xiànchǎng.,기자가 이미 현장에 도착했다.
L3-0773,下来,xiàlái,동사,3,내려오다,동작,请你下来一下。,Qǐng nǐ xiàlái yíxià.,잠깐 내려와 주세요.
L3-0230,个人,gèrén,명사,3,개인,사회,这是我个人的意见。,Zhè shì wǒ gèrén de yìjiàn.,이것은 제 개인의 의견입니다.
L3-0107,除了,chúle,개사,3,~을 빼고 · ~외에,어법,除了他 大家都来了。,Chúle tā dàjiā dōu lái le.,그를 빼고 모두 왔다.
L3-0570,区,qū,명사,3,구역 · 지역,장소,我住在这个区。,Wǒ zhù zài zhège qū.,나는 이 지역에 산다.
L3-0966,总是,zǒngshì,부사,3,늘 · 항상,시간,他总是很忙。,Tā zǒngshì hěn máng.,그는 늘 아주 바쁘다.
L3-0916,指,zhǐ,동사,3,가리키다,동작,他指着地图说。,Tā zhǐ zhe dìtú shuō.,그는 지도를 가리키며 말했다.
L3-0386,精神,jīngshén,명사,3,정신,생각,我们要学习这种精神。,Wǒmen yào xuéxí zhè zhǒng jīngshén.,우리는 이런 정신을 배워야 한다.
L3-0387,精神,jīngshen,형용사·명사,3,활기차다 · 기운,감정,他今天很精神。,Tā jīntiān hěn jīngshen.,그는 오늘 아주 활기차 보인다.
L3-0685,双,shuāng,양사·형용사,3,켤레 · 쌍의,어법,我买了一双鞋。,Wǒ mǎi le yì shuāng xié.,나는 신발 한 켤레를 샀다.
L3-0132,代表,dàibiǎo,명사·동사,3,대표 · 대표하다,사회,他代表我们班参加比赛。,Tā dàibiǎo wǒmen bān cānjiā bǐsài.,그는 우리 반을 대표해 시합에 나간다.
L3-0727,突然,tūrán,형용사,3,갑작스럽다 · 갑자기,시간,天突然下起雨来。,Tiān tūrán xià qǐ yǔ lái.,갑자기 비가 내리기 시작했다.
L3-0438,里面,lǐmiàn,명사,3,안 · 안쪽,장소,包里面有什么？,Bāo lǐmiàn yǒu shénme?,가방 안에 뭐가 있어요?
L3-0581,确定,quèdìng,동사·형용사,3,확정하다 · 확실하다,생각,时间还没确定。,Shíjiān hái méi quèdìng.,시간이 아직 정해지지 않았다.
L3-0498,目标,mùbiāo,명사,3,목표,생각,我的目标是通过考试。,Wǒ de mùbiāo shì tōngguò kǎoshì.,내 목표는 시험에 합격하는 것이다.
L3-0487,米,mǐ,명사,3,쌀 · 미터,사물,这条路有五百米长。,Zhè tiáo lù yǒu wǔbǎi mǐ cháng.,이 길은 500미터 길이다.
L3-0601,任务,rènwu,명사,3,임무 · 할 일,일,今天的任务已经完成了。,Jīntiān de rènwu yǐjīng wánchéng le.,오늘 할 일은 이미 끝냈다.
L3-0605,容易,róngyì,형용사,3,쉽다,평가,这个问题很容易。,Zhège wèntí hěn róngyì.,이 문제는 아주 쉽다.
L3-0453,联系,liánxì,동사·명사,3,연락하다 · 연락,관계,请和我联系。,Qǐng hé wǒ liánxì.,저에게 연락해 주세요.
L3-0290,合作,hézuò,동사,3,협력하다,일,我们两家公司合作了。,Wǒmen liǎng jiā gōngsī hézuò le.,우리 두 회사는 함께 일하게 되었다.
L3-0842,因此,yīncǐ,접속사,3,그래서 · 그러므로,어법,他病了 因此没来上班。,Tā bìng le yīncǐ méi lái shàngbān.,그는 아파서 출근하지 않았다.
L3-0594,人员,rényuán,명사,3,인원 · 직원,일,工作人员都很热情。,Gōngzuò rényuán dōu hěn rèqíng.,직원들이 다 아주 친절하다.
L3-0785,线,xiàn,명사,3,선 · 줄,사물,请沿着这条线走。,Qǐng yán zhe zhè tiáo xiàn zǒu.,이 선을 따라 걸으세요.
L3-0693,台,tái,명사·양사,3,대 (기계를 세는 말) · 무대,어법,桌子上有一台电脑。,Zhuōzi shàng yǒu yì tái diànnǎo.,책상 위에 컴퓨터 한 대가 있다.
L3-0632,生命,shēngmìng,명사,3,생명,몸,生命是最重要的。,Shēngmìng shì zuì zhòngyào de.,생명이 가장 중요하다.
L3-0493,明显,míngxiǎn,형용사,3,뚜렷하다 · 분명하다,평가,他的进步很明显。,Tā de jìnbù hěn míngxiǎn.,그의 발전이 아주 뚜렷하다.
L3-0610,伤,shāng,동사·명사,3,다치다 · 상처,몸,他的手受伤了。,Tā de shǒu shòushāng le.,그의 손이 다쳤다.
L3-0459,另外,lìngwài,대사·부사·접속사,3,그 밖에 · 따로,어법,另外我还有一个问题。,Lìngwài wǒ hái yǒu yí ge wèntí.,그 밖에 질문이 하나 더 있습니다.
L3-0341,简单,jiǎndān,형용사,3,간단하다,평가,这个问题很简单。,Zhège wèntí hěn jiǎndān.,이 문제는 아주 간단하다.
L3-0798,血,xiě,명사,3,피,몸,他的手上有血。,Tā de shǒu shàng yǒu xiě.,그의 손에 피가 묻어 있다.
L3-0144,到底,dàodǐ,부사,3,도대체 · 결국,어법,你到底想说什么？,Nǐ dàodǐ xiǎng shuō shénme?,너는 도대체 무슨 말이 하고 싶은 거야?
L3-0404,绝对,juéduì,부사,3,절대로,평가,我绝对不会忘记。,Wǒ juéduì bú huì wàngjì.,나는 절대 잊지 않을 것이다.
L3-0338,坚持,jiānchí,동사,3,꾸준히 하다 · 고집하다,태도,他坚持每天跑步。,Tā jiānchí měi tiān pǎobù.,그는 매일 달리기를 꾸준히 한다.
