hsk_id,hanzi,pinyin,pos,level,meaning_ko,topic,example_zh,example_pinyin,example_ko
L3-0937,主动,zhǔdòng,형용사,3,자발적이다 · 먼저 나서다,태도,他主动帮了我。,Tā zhǔdòng bāng le wǒ.,그가 먼저 나서서 나를 도왔다.
L3-0707,甜,tián,형용사,3,달다,음식,这个水果很甜。,Zhège shuǐguǒ hěn tián.,이 과일은 아주 달다.
L3-0203,服装,fúzhuāng,명사,3,옷 · 복장,사물,这家店卖服装。,Zhè jiā diàn mài fúzhuāng.,이 가게는 옷을 판다.
L3-0805,形式,xíngshì,명사,3,형식 · 겉모양,생각,内容比形式更重要。,Nèiróng bǐ xíngshì gèng zhòngyào.,내용이 형식보다 더 중요하다.
L3-0527,判断,pànduàn,동사·명사,3,판단하다 · 판단,생각,你的判断是对的。,Nǐ de pànduàn shì duì de.,네 판단이 맞다.
L3-0554,前往,qiánwǎng,동사,3,~로 가다 · 향하다,동작,他前往北京开会。,Tā qiánwǎng Běijīng kāihuì.,그는 회의하러 베이징으로 간다.
L3-0789,相互,xiānghù,부사,3,서로,관계,我们要相互理解。,Wǒmen yào xiānghù lǐjiě.,우리는 서로 이해해야 한다.
L3-0781,现代,xiàndài,명사,3,현대,시간,这是现代艺术。,Zhè shì xiàndài yìshù.,이것은 현대 예술이다.
L3-0244,工资,gōngzī,명사,3,월급 · 임금,일,这个月的工资还没发。,Zhège yuè de gōngzī hái méi fā.,이번 달 월급이 아직 안 나왔다.
L3-0625,深刻,shēnkè,형용사,3,깊다 · 인상 깊다,감정,这件事给我很深刻的印象。,Zhè jiàn shì gěi wǒ hěn shēnkè de yìnxiàng.,이 일은 나에게 아주 깊은 인상을 주었다.
L3-0568,庆祝,qìngzhù,동사,3,축하하다,활동,我们一起庆祝吧。,Wǒmen yìqǐ qìngzhù ba.,우리 같이 축하하자.
L3-0611,伤心,shāngxīn,동사,3,마음 아파하다,감정,别为这件事伤心。,Bié wèi zhè jiàn shì shāngxīn.,이 일로 마음 아파하지 마.
L3-0825,眼前,yǎnqián,명사,3,눈앞 · 지금,시간,眼前的问题最重要。,Yǎnqián de wèntí zuì zhòngyào.,눈앞의 문제가 가장 중요하다.
L3-0968,足球,zúqiú,명사,3,축구,활동,他很喜欢踢足球。,Tā hěn xǐhuan tī zúqiú.,그는 축구를 아주 좋아한다.
L3-0575,全面,quánmiàn,형용사,3,전면적이다 · 두루 갖추다,평가,我们做了全面的检查。,Wǒmen zuò le quánmiàn de jiǎnchá.,우리는 전면적인 검사를 했다.
L3-0705,体验,tǐyàn,동사,3,체험하다,활동,我想体验一下中国生活。,Wǒ xiǎng tǐyàn yíxià Zhōngguó shēnghuó.,나는 중국 생활을 체험해 보고 싶다.
L3-0303,话题,huàtí,명사,3,화제 · 이야깃거리,관계,我们换个话题吧。,Wǒmen huàn ge huàtí ba.,우리 화제를 바꾸자.
L3-0340,坚强,jiānqiáng,형용사,3,굳세다,태도,她是个坚强的人。,Tā shì ge jiānqiáng de rén.,그는 굳센 사람이다.
L3-0256,古,gǔ,형용사,3,옛 · 오래되다,시간,这是一座古城。,Zhè shì yí zuò gǔ chéng.,이곳은 옛 성이다.
L3-0539,苹果,píngguǒ,명사,3,사과,음식,我每天吃一个苹果。,Wǒ měi tiān chī yí ge píngguǒ.,나는 매일 사과 하나를 먹는다.
L3-0843,银,yín,명사,3,은,사물,这是银做的。,Zhè shì yín zuò de.,이것은 은으로 만든 것이다.
L3-0571,区别,qūbié,명사·동사,3,차이 · 구별하다,생각,这两个词有什么区别？,Zhè liǎng ge cí yǒu shénme qūbié?,이 두 단어는 무슨 차이가 있나요?
L3-0287,合法,héfǎ,형용사,3,합법적이다,사회,这样做是合法的。,Zhèyàng zuò shì héfǎ de.,이렇게 하는 것은 합법이다.
L3-0831,羊,yáng,명사,3,양,자연,山上有很多羊。,Shān shàng yǒu hěn duō yáng.,산에 양이 아주 많다.
L3-0349,将来,jiānglái,명사,3,장래 · 미래,시간,将来我想当老师。,Jiānglái wǒ xiǎng dāng lǎoshī.,나중에 나는 선생님이 되고 싶다.
L3-0877,造,zào,동사,3,만들다 · 짓다,동작,他们在造一座桥。,Tāmen zài zào yí zuò qiáo.,그들은 다리를 하나 짓고 있다.
L3-0231,个性,gèxìng,명사,3,개성,평가,他很有个性。,Tā hěn yǒu gèxìng.,그는 개성이 아주 강하다.
L3-0533,批准,pīzhǔn,동사,3,승인하다,일,计划批准了。,Jìhuà pīzhǔn le.,계획이 승인되었다.
L3-0552,前进,qiánjìn,동사,3,나아가다 · 전진하다,동작,我们要继续前进。,Wǒmen yào jìxù qiánjìn.,우리는 계속 나아가야 한다.
L3-0536,啤酒,píjiǔ,명사,3,맥주,음식,我要一杯啤酒。,Wǒ yào yì bēi píjiǔ.,맥주 한 잔 주세요.
L3-0312,机器,jīqì,명사,3,기계,사물,这台机器坏了。,Zhè tái jīqì huài le.,이 기계는 고장 났다.
L3-0245,公布,gōngbù,동사,3,발표하다 · 공표하다,사회,结果已经公布了。,Jiéguǒ yǐjīng gōngbù le.,결과가 이미 발표되었다.
L3-0239,工厂,gōngchǎng,명사,3,공장,장소,他在工厂工作。,Tā zài gōngchǎng gōngzuò.,그는 공장에서 일한다.
L3-0917,指出,zhǐchū,동사,3,지적하다 · 짚어주다,생각,老师指出了我的错误。,Lǎoshī zhǐchū le wǒ de cuòwù.,선생님이 내 잘못을 지적했다.
L3-0396,举办,jǔbàn,동사,3,열다 · 개최하다,활동,学校举办了运动会。,Xuéxiào jǔbàn le yùndònghuì.,학교가 운동회를 열었다.
L3-0587,人才,réncái,명사,3,인재,일,公司需要人才。,Gōngsī xūyào réncái.,회사는 인재가 필요하다.
L3-0412,看上去,kàn shàngqù,동사,3,~해 보이다,평가,他看上去很年轻。,Tā kàn shàngqù hěn niánqīng.,그는 아주 젊어 보인다.
L3-0305,环,huán,명사,3,고리,사물,这是一个金环。,Zhè shì yí ge jīn huán.,이것은 금 고리다.
L3-0686,双方,shuāngfāng,명사,3,양측 · 쌍방,관계,双方都同意了。,Shuāngfāng dōu tóngyì le.,양측이 모두 동의했다.
L3-0437,离婚,líhūn,동사,3,이혼하다,관계,他们去年离婚了。,Tāmen qùnián líhūn le.,그들은 작년에 이혼했다.
L3-0739,退出,tuìchū,동사,3,물러나다 · 빠져나오다,동작,他退出了比赛。,Tā tuìchū le bǐsài.,그는 시합에서 기권했다.
L3-0904,支付,zhīfù,동사,3,지불하다 · 결제하다,일,我用手机支付。,Wǒ yòng shǒujī zhīfù.,나는 휴대폰으로 결제한다.
L3-0218,赶快,gǎnkuài,부사,3,얼른 · 빨리,시간,赶快走吧。,Gǎnkuài zǒu ba.,얼른 가자.
L3-0891,整理,zhěnglǐ,동사,3,정리하다,동작,我整理了房间。,Wǒ zhěnglǐ le fángjiān.,나는 방을 정리했다.
L3-0199,丰富,fēngfù,형용사,3,풍부하다,평가,他的经验很丰富。,Tā de jīngyàn hěn fēngfù.,그의 경험은 아주 풍부하다.
L3-0158,动力,dònglì,명사,3,동력 · 원동력,감정,这是我学习的动力。,Zhè shì wǒ xuéxí de dònglì.,이것은 내가 공부하는 힘이다.
L3-0758,温暖,wēnnuǎn,형용사·동사,3,따뜻하다,자연,这里的冬天很温暖。,Zhèlǐ de dōngtiān hěn wēnnuǎn.,이곳의 겨울은 아주 따뜻하다.
L3-0545,齐,qí,형용사·동사,3,가지런하다 · 다 모이다,평가,人都到齐了。,Rén dōu dào qí le.,사람이 다 모였다.
